Image_ID,Timestamp,Genotype_ID,Plant_ID,Crop_Type,Region,Soil_Type,Soil_Moisture,Temperature,Humidity,Light_Intensity,Fertilizer_Used,Irrigation_Level,Leaf_Area,Stem_Thickness,Plant_Height,Leaf_Color_Index,Disease_Signs,Weed_Presence,Growth_Stage,Health_Score,Genotype_Performance_Score,Recommended_Action,Yield_Potential
IMG_001375,2021-08-22,G020,P001375,Maize,West,Sandy,15.62,31.2,43.2,21026.7,DAP,10.5,41.5,2.2,89.6,3.6,No,No,Germination,91.3,92.6,Apply pesticide,3.97
IMG_001376,2021-09-09,G016,P001376,Soybean,North,Loamy,22.76,18.9,48.7,19043.2,DAP,3.8,53.3,1.36,62.1,3.2,No,No,Fruiting,85.5,55.5,Add fertilizer,5.8
IMG_001377,2021-06-12,G012,P001377,Soybean,South,Clay,33.07,32.8,49.8,15307.5,NPK,4.4,121.2,1.89,32.1,3.5,No,No,Vegetative,73.2,31.5,Increase irrigation,3.7
IMG_001378,2021-01-16,G001,P001378,Rice,North,Loamy,30.25,23.3,62.4,28384.1,NPK,10.2,82.9,1.38,100.9,4.3,No,No,Flowering,78.0,72.4,Add fertilizer,7.83
IMG_001379,2021-03-28,G012,P001379,Wheat,East,Sandy,32.95,19.7,78.6,39179.8,NPK,9.8,55.0,1.9,112.1,2.6,No,No,Vegetative,95.0,72.6,Apply pesticide,4.89
IMG_001380,2021-04-22,G006,P001380,Rice,North,Clay,26.92,20.9,77.2,22855.1,DAP,6.3,155.3,2.71,105.5,3.4,No,No,Flowering,69.2,93.9,Apply pesticide,4.43
IMG_001381,2021-02-01,G019,P001381,Wheat,South,Clay,34.63,32.8,75.3,21880.8,Urea,9.1,83.3,1.92,45.1,2.3,No,No,Flowering,74.8,57.9,No action,8.34
IMG_001382,2021-09-20,G003,P001382,Rice,Central,Loamy,20.37,19.2,41.9,21286.7,Urea,8.0,146.1,1.59,29.5,2.6,No,No,Fruiting,71.8,54.0,Increase irrigation,3.11
IMG_001383,2021-09-01,G004,P001383,Rice,West,Loamy,33.61,32.5,57.7,22013.4,Urea,8.0,40.6,1.36,54.0,4.2,No,No,Vegetative,87.8,92.5,No action,8.88
IMG_001384,2021-03-03,G011,P001384,Maize,North,Clay,22.72,15.9,41.8,15009.6,Compost,9.3,160.9,2.64,92.0,3.7,No,No,Fruiting,82.0,94.3,Apply pesticide,4.65
IMG_001385,2021-12-20,G016,P001385,Soybean,North,Clay,25.11,28.2,44.1,28925.0,Compost,11.1,40.4,2.4,54.8,3.1,No,No,Vegetative,67.1,92.3,Apply pesticide,3.61
IMG_001386,2021-09-25,G003,P001386,Wheat,North,Loamy,24.04,18.7,54.0,43238.6,NPK,8.7,71.9,1.11,91.2,2.6,No,No,Flowering,75.1,56.0,Add fertilizer,5.81
IMG_001387,2021-12-03,G007,P001387,Soybean,West,Clay,22.63,24.4,73.6,26530.0,DAP,4.2,111.0,1.01,27.6,4.6,No,No,Flowering,65.8,69.7,Add fertilizer,7.52
IMG_001388,2021-08-06,G010,P001388,Soybean,North,Loamy,21.13,19.1,76.4,27262.4,NPK,8.3,124.7,1.03,43.4,2.1,No,No,Vegetative,90.9,52.9,Add fertilizer,3.34
IMG_001389,2021-12-28,G004,P001389,Rice,South,Clay,16.29,31.2,71.1,18701.7,DAP,10.1,73.0,2.28,113.1,2.1,No,No,Flowering,79.2,47.6,Increase irrigation,6.22
IMG_001390,2021-04-13,G010,P001390,Wheat,East,Loamy,27.87,32.6,71.5,17058.1,NPK,5.6,112.5,2.45,58.3,3.2,No,No,Vegetative,91.6,53.1,No action,8.63
IMG_001391,2021-04-17,G013,P001391,Rice,West,Clay,34.1,21.5,51.9,32253.2,DAP,3.2,52.6,0.89,47.4,4.3,No,No,Vegetative,79.0,38.2,Apply pesticide,5.45
IMG_001392,2021-07-15,G020,P001392,Wheat,North,Loamy,29.51,16.9,54.0,31995.6,Urea,8.1,143.1,0.84,28.8,2.4,Yes,No,Germination,61.1,88.2,Weed control,4.55
IMG_001393,2021-02-06,G001,P001393,Maize,North,Silty,30.32,23.7,54.8,33526.2,NPK,3.7,149.1,1.13,25.9,2.6,Yes,No,Vegetative,72.3,83.4,Increase irrigation,6.45
IMG_001394,2021-08-08,G015,P001394,Rice,Central,Loamy,26.46,24.1,40.9,15518.6,Urea,8.7,56.3,2.65,25.6,2.4,No,No,Germination,69.8,58.5,Increase irrigation,3.09
IMG_001395,2021-09-09,G004,P001395,Rice,North,Loamy,31.04,24.7,52.9,20535.0,DAP,5.9,75.4,1.67,58.3,4.4,Yes,No,Flowering,73.7,84.5,Apply pesticide,7.52
IMG_001396,2021-06-23,G002,P001396,Rice,West,Sandy,22.42,26.2,76.3,30444.3,Compost,11.3,87.3,2.24,97.3,2.7,No,No,Vegetative,67.5,73.7,Weed control,6.93
IMG_001397,2021-05-15,G011,P001397,Soybean,West,Sandy,23.87,21.8,53.5,42954.4,DAP,10.3,73.7,2.29,54.3,2.7,No,No,Vegetative,77.6,49.9,No action,6.74
IMG_001398,2021-12-21,G014,P001398,Maize,East,Loamy,27.11,21.8,67.6,32098.1,Compost,11.7,127.1,2.12,71.6,2.4,No,No,Flowering,84.4,50.1,No action,8.61
IMG_001399,2021-08-29,G007,P001399,Rice,South,Loamy,27.9,23.3,63.5,29012.2,NPK,6.5,125.4,2.58,107.0,2.7,No,No,Germination,79.7,81.4,No action,6.4
IMG_001400,2021-08-26,G009,P001400,Maize,West,Loamy,28.5,22.0,49.8,30299.4,Urea,7.4,73.8,1.96,83.1,2.5,No,No,Vegetative,94.7,53.1,No action,6.28
IMG_001401,2021-11-22,G015,P001401,Rice,South,Sandy,16.24,33.9,59.6,26003.7,Urea,4.6,47.5,0.9,67.7,3.1,No,No,Vegetative,90.7,51.9,Weed control,4.04
IMG_001402,2021-08-28,G016,P001402,Rice,West,Loamy,29.66,32.5,64.4,29462.8,NPK,3.9,98.4,2.58,109.6,2.0,No,No,Maturity,83.1,87.8,Increase irrigation,3.78
IMG_001403,2021-10-10,G013,P001403,Soybean,West,Sandy,18.38,25.1,64.0,44305.8,None,5.1,166.9,2.36,87.9,4.5,No,No,Flowering,88.4,89.4,Add fertilizer,3.8
IMG_001404,2021-08-02,G005,P001404,Wheat,West,Silty,18.67,28.5,73.2,33741.7,Compost,10.5,75.9,1.35,129.2,3.3,No,No,Fruiting,84.5,85.7,Weed control,6.93
IMG_001405,2021-04-27,G007,P001405,Soybean,Central,Silty,18.49,20.4,42.2,23934.8,DAP,3.6,69.8,2.3,84.8,2.7,No,No,Fruiting,82.0,44.0,Apply pesticide,4.16
IMG_001406,2021-04-17,G003,P001406,Rice,East,Loamy,17.66,18.1,67.9,17699.9,DAP,8.6,59.3,1.46,44.7,3.2,No,No,Flowering,93.6,51.0,Add fertilizer,5.95
IMG_001407,2021-12-26,G019,P001407,Wheat,South,Clay,21.39,24.0,44.5,43848.8,DAP,3.8,131.1,2.34,36.7,3.4,No,No,Flowering,87.1,80.7,Increase irrigation,5.2
IMG_001408,2021-07-10,G011,P001408,Wheat,Central,Loamy,33.16,31.8,62.3,21417.1,Compost,4.2,165.6,1.77,89.5,3.0,No,No,Germination,85.0,46.6,Add fertilizer,6.48
IMG_001409,2021-02-21,G020,P001409,Maize,West,Clay,15.83,29.2,42.8,29292.5,NPK,3.2,139.2,1.3,83.4,2.1,No,No,Flowering,67.7,61.2,Apply pesticide,4.55
IMG_001410,2021-12-19,G008,P001410,Wheat,Central,Silty,17.06,24.0,58.2,29734.5,Urea,8.5,55.8,2.45,107.3,3.7,No,No,Maturity,65.2,41.5,Apply pesticide,5.48
IMG_001411,2021-03-02,G003,P001411,Wheat,East,Silty,23.39,21.6,75.3,18624.0,NPK,8.6,145.9,1.1,129.3,4.3,No,No,Vegetative,73.4,85.8,Apply pesticide,4.23
IMG_001412,2021-12-30,G012,P001412,Rice,South,Clay,32.32,27.8,70.5,36092.8,Urea,10.0,48.4,2.02,53.6,3.2,No,No,Vegetative,70.9,33.2,Increase irrigation,6.72
IMG_001413,2021-09-05,G013,P001413,Maize,West,Loamy,22.96,27.9,68.9,34084.4,DAP,8.3,115.3,1.23,31.2,4.4,No,No,Flowering,94.0,51.1,Weed control,5.95
IMG_001414,2021-02-26,G014,P001414,Maize,South,Loamy,28.23,28.5,63.0,23586.4,Urea,10.7,82.9,2.78,61.0,4.5,No,Yes,Flowering,77.8,75.4,No action,5.68
IMG_001415,2021-02-22,G019,P001415,Wheat,North,Clay,24.56,24.1,44.3,40230.1,NPK,7.3,110.2,1.59,70.0,2.6,No,No,Vegetative,86.3,43.9,Increase irrigation,5.73
IMG_001416,2021-10-28,G004,P001416,Wheat,North,Clay,34.34,16.8,75.0,30667.5,NPK,6.6,45.2,2.72,81.8,2.5,No,Yes,Flowering,67.6,53.4,Weed control,7.07
IMG_001417,2021-06-01,G010,P001417,Wheat,South,Loamy,18.72,34.0,71.8,18541.5,DAP,8.2,51.6,1.38,112.1,2.7,No,No,Fruiting,90.0,30.5,No action,8.54
IMG_001418,2021-05-06,G012,P001418,Soybean,West,Sandy,25.21,32.0,62.1,19439.9,NPK,8.7,116.6,0.89,61.4,2.7,No,No,Vegetative,80.0,46.0,No action,5.79
IMG_001419,2021-06-14,G011,P001419,Soybean,West,Loamy,17.24,19.0,54.1,30998.6,Compost,3.4,113.4,1.59,82.9,2.3,No,No,Germination,72.7,73.5,Weed control,7.64
IMG_001420,2021-01-01,G011,P001420,Maize,East,Sandy,28.71,26.3,61.2,22028.5,DAP,5.8,77.5,1.12,113.3,4.6,No,No,Vegetative,75.0,69.6,Add fertilizer,6.01
IMG_001421,2021-06-14,G020,P001421,Wheat,South,Loamy,16.69,24.6,72.3,21999.7,NPK,7.5,58.3,1.24,77.4,3.1,No,No,Maturity,88.9,40.9,Increase irrigation,4.2
IMG_001422,2021-01-25,G008,P001422,Maize,Central,Sandy,21.07,18.5,42.7,27908.2,DAP,7.9,118.6,1.09,124.1,3.3,Yes,No,Vegetative,84.5,94.6,Apply pesticide,8.67
IMG_001423,2021-02-24,G004,P001423,Rice,East,Clay,30.0,29.4,55.5,34097.2,NPK,4.3,112.3,0.97,81.8,4.3,No,Yes,Vegetative,87.6,31.1,No action,3.51
IMG_001424,2021-05-16,G006,P001424,Maize,North,Loamy,25.4,27.0,63.5,38053.2,NPK,6.3,41.8,1.24,121.0,4.5,No,No,Vegetative,83.8,87.6,Increase irrigation,6.22
IMG_001425,2021-06-04,G009,P001425,Rice,Central,Sandy,22.13,24.3,40.6,38763.9,Compost,7.6,155.1,1.01,43.4,4.8,No,No,Fruiting,87.5,60.3,Weed control,3.5
IMG_001426,2021-08-07,G016,P001426,Wheat,West,Silty,33.66,18.3,47.0,26026.8,DAP,5.4,125.9,0.91,47.8,3.1,No,Yes,Maturity,77.8,58.5,Apply pesticide,3.37
IMG_001427,2021-11-17,G019,P001427,Maize,North,Sandy,19.41,26.5,42.6,35848.8,Compost,7.1,59.3,1.23,77.0,3.2,No,No,Flowering,65.1,89.3,No action,8.44
IMG_001428,2021-12-21,G002,P001428,Rice,Central,Clay,20.16,18.6,57.7,37870.3,Compost,7.3,120.3,2.67,99.0,2.3,No,No,Maturity,81.9,32.1,Apply pesticide,3.95
IMG_001429,2021-12-22,G016,P001429,Rice,South,Loamy,16.78,26.5,54.4,42683.3,DAP,4.7,65.6,1.88,43.9,2.2,No,No,Vegetative,70.4,42.7,Weed control,8.47
IMG_001430,2021-09-05,G015,P001430,Maize,West,Loamy,18.36,22.6,59.0,25737.6,Compost,7.1,85.8,2.33,97.8,3.7,No,No,Flowering,87.9,50.2,Weed control,3.08
IMG_001431,2021-08-02,G017,P001431,Maize,East,Sandy,22.16,18.8,62.7,15606.0,None,3.1,135.4,0.91,51.6,4.1,No,Yes,Flowering,85.7,76.9,Increase irrigation,8.42
IMG_001432,2021-06-12,G007,P001432,Rice,North,Loamy,33.27,15.5,67.6,21871.3,Urea,11.2,101.6,0.99,71.5,4.4,No,No,Maturity,68.1,51.0,Add fertilizer,4.69
IMG_001433,2021-06-14,G009,P001433,Rice,South,Loamy,22.44,32.9,59.3,37842.3,Urea,6.1,60.7,1.43,113.2,4.4,No,No,Vegetative,88.6,54.3,Weed control,5.54
IMG_001434,2021-01-08,G002,P001434,Rice,North,Loamy,24.88,24.7,45.3,22469.9,NPK,4.5,156.0,1.35,109.5,2.7,No,No,Maturity,73.8,41.3,Increase irrigation,7.2
IMG_001435,2021-07-24,G017,P001435,Maize,South,Loamy,28.91,32.9,42.2,20064.7,DAP,10.6,81.2,2.7,121.9,3.9,No,No,Vegetative,67.9,51.3,Apply pesticide,3.83
IMG_001436,2021-08-19,G009,P001436,Soybean,South,Sandy,26.42,32.3,72.6,43811.3,NPK,10.7,90.0,0.98,119.7,3.1,No,No,Germination,79.0,61.2,No action,7.22
IMG_001437,2021-05-14,G003,P001437,Wheat,North,Loamy,32.82,21.4,46.1,29112.2,DAP,8.4,89.7,1.54,100.1,3.6,No,No,Flowering,73.5,90.0,No action,3.81
IMG_001438,2021-07-20,G007,P001438,Soybean,West,Silty,33.66,28.0,70.1,20251.6,DAP,3.5,84.4,0.84,95.2,3.2,No,No,Vegetative,74.8,79.5,Weed control,7.49
IMG_001439,2021-02-21,G012,P001439,Wheat,North,Loamy,33.22,19.8,76.0,21920.5,NPK,7.5,42.1,2.35,86.4,3.5,No,No,Vegetative,65.1,43.0,Increase irrigation,3.1
IMG_001440,2021-10-23,G012,P001440,Wheat,East,Loamy,28.84,28.0,48.0,36511.1,NPK,10.1,87.9,2.17,50.8,4.1,No,Yes,Maturity,82.7,71.6,No action,4.6
IMG_001441,2021-02-09,G019,P001441,Wheat,North,Clay,23.77,19.0,69.2,34129.4,DAP,6.5,155.3,1.39,82.4,2.4,No,Yes,Maturity,64.4,64.0,Add fertilizer,6.49
IMG_001442,2021-09-18,G001,P001442,Maize,Central,Clay,33.72,27.3,56.8,27571.0,Urea,4.4,150.1,1.26,110.5,2.2,No,No,Fruiting,93.4,69.1,Apply pesticide,7.86
IMG_001443,2021-10-11,G011,P001443,Rice,Central,Clay,20.63,30.1,77.5,23596.7,NPK,6.4,162.1,1.06,58.9,3.8,No,No,Flowering,75.0,82.5,No action,4.94
IMG_001444,2021-08-05,G017,P001444,Rice,East,Clay,27.8,24.0,45.8,33916.9,NPK,5.2,79.9,0.82,35.9,2.6,No,No,Flowering,72.4,66.5,Add fertilizer,5.41
IMG_001445,2021-11-11,G002,P001445,Soybean,South,Loamy,19.29,28.0,67.1,35695.6,NPK,5.4,70.8,2.34,51.7,3.7,Yes,No,Germination,79.7,49.9,Add fertilizer,7.95
IMG_001446,2021-02-07,G012,P001446,Wheat,East,Loamy,28.62,31.2,77.7,40999.1,Urea,4.8,56.1,1.43,129.9,3.6,No,No,Fruiting,85.5,40.7,No action,7.2
IMG_001447,2021-05-26,G016,P001447,Rice,East,Loamy,24.73,30.6,64.5,40176.3,Compost,3.8,163.2,1.65,51.5,3.9,No,No,Vegetative,67.3,75.4,Add fertilizer,3.79
IMG_001448,2021-02-01,G001,P001448,Rice,West,Loamy,28.55,22.0,63.2,26397.6,NPK,9.6,157.9,1.57,89.1,3.8,No,Yes,Flowering,61.5,58.2,Apply pesticide,3.16
IMG_001449,2021-06-23,G003,P001449,Wheat,East,Clay,15.39,32.8,54.2,25814.2,NPK,6.8,45.6,2.08,50.3,2.7,No,Yes,Flowering,66.5,82.0,Increase irrigation,8.6
IMG_001450,2021-11-17,G019,P001450,Maize,West,Clay,22.96,21.8,54.9,18613.1,NPK,10.4,58.6,1.41,104.1,3.4,No,No,Maturity,79.3,67.3,No action,3.88
IMG_001451,2021-07-29,G014,P001451,Maize,East,Loamy,17.59,26.2,43.5,30464.6,NPK,5.6,127.6,1.16,72.4,2.3,No,No,Maturity,84.9,93.4,Weed control,4.23
IMG_001452,2021-02-01,G009,P001452,Wheat,Central,Loamy,24.95,19.1,75.4,29779.5,Compost,8.2,90.5,1.79,122.3,2.1,No,Yes,Fruiting,68.7,78.6,Add fertilizer,8.71
IMG_001453,2021-08-31,G017,P001453,Wheat,East,Clay,19.6,22.9,42.1,32155.7,DAP,3.5,88.0,1.05,108.9,2.7,No,No,Vegetative,77.9,45.0,Apply pesticide,5.68
IMG_001454,2021-08-05,G003,P001454,Soybean,West,Clay,22.47,20.2,77.4,33887.9,DAP,10.5,160.0,2.6,68.2,2.4,No,No,Germination,94.5,89.5,Add fertilizer,7.09
IMG_001455,2021-08-07,G014,P001455,Rice,Central,Clay,17.82,31.1,52.0,26950.8,Urea,4.7,59.0,0.87,58.5,3.3,No,No,Flowering,71.0,31.8,No action,8.21
IMG_001456,2021-06-04,G004,P001456,Wheat,West,Sandy,33.74,22.3,69.5,34287.5,NPK,5.4,72.5,2.44,43.8,2.3,No,No,Vegetative,91.4,56.4,No action,7.03
IMG_001457,2021-10-18,G020,P001457,Maize,West,Sandy,29.76,26.4,45.0,39886.4,Urea,6.4,90.3,1.47,26.4,2.3,No,No,Flowering,90.9,56.2,Weed control,4.66
IMG_001458,2021-04-25,G006,P001458,Maize,South,Clay,26.11,24.8,44.5,20133.7,Urea,9.4,99.4,2.68,113.5,2.6,No,No,Germination,67.9,87.1,Add fertilizer,5.26
IMG_001459,2021-09-28,G007,P001459,Wheat,East,Loamy,20.48,31.0,49.0,33307.1,Urea,8.5,50.8,1.38,115.2,2.8,No,Yes,Flowering,77.8,70.5,Weed control,6.99
IMG_001460,2021-05-23,G017,P001460,Maize,West,Loamy,18.55,25.6,46.1,33255.6,Urea,5.7,71.3,1.54,90.1,4.1,No,No,Vegetative,68.1,41.0,Weed control,8.04
IMG_001461,2021-05-17,G007,P001461,Wheat,West,Clay,24.72,27.6,41.6,26986.5,None,10.5,103.0,1.33,67.7,4.1,No,No,Vegetative,65.3,42.3,Add fertilizer,4.91
IMG_001462,2021-10-24,G012,P001462,Rice,North,Loamy,23.22,27.3,70.4,26035.1,Compost,10.4,85.0,2.08,113.1,3.9,No,No,Germination,68.2,34.8,Add fertilizer,3.87
IMG_001463,2021-06-30,G015,P001463,Wheat,Central,Loamy,27.62,22.5,74.8,28571.7,NPK,9.9,149.5,1.65,106.0,4.6,No,No,Vegetative,94.9,92.6,No action,5.11
IMG_001464,2021-09-30,G016,P001464,Rice,East,Loamy,24.9,28.7,64.1,34970.6,NPK,10.7,86.6,2.27,82.0,3.4,No,No,Germination,66.8,41.6,Apply pesticide,8.04
IMG_001465,2021-12-12,G001,P001465,Wheat,West,Clay,22.69,30.6,42.0,35882.5,None,5.4,90.9,1.68,66.8,2.9,No,No,Flowering,86.9,92.9,Add fertilizer,4.48
IMG_001466,2021-11-24,G018,P001466,Soybean,Central,Clay,19.93,30.2,55.6,20397.3,Compost,7.0,130.9,2.55,57.7,3.7,Yes,No,Vegetative,63.4,46.7,Weed control,3.29
IMG_001467,2021-10-08,G008,P001467,Rice,East,Sandy,29.39,23.7,71.0,32317.8,DAP,8.6,85.6,2.29,41.6,4.6,No,No,Fruiting,65.5,61.5,Weed control,5.23
IMG_001468,2021-01-08,G002,P001468,Wheat,South,Loamy,24.32,30.6,44.9,22815.7,NPK,8.4,79.5,2.18,103.3,2.7,No,No,Vegetative,71.7,53.7,Increase irrigation,5.11
IMG_001469,2021-12-02,G010,P001469,Maize,East,Sandy,24.17,25.5,60.6,17731.7,Urea,3.2,111.6,1.92,103.3,2.5,No,No,Maturity,87.4,43.9,Increase irrigation,4.33
IMG_001470,2021-07-24,G009,P001470,Wheat,North,Loamy,30.37,25.1,61.6,43984.6,NPK,7.2,164.7,1.83,92.7,3.7,No,No,Maturity,78.4,56.2,Apply pesticide,8.81
IMG_001471,2021-11-07,G002,P001471,Rice,Central,Loamy,32.1,28.2,63.5,36675.4,NPK,3.7,130.3,2.03,83.6,2.6,No,No,Flowering,94.0,30.6,Add fertilizer,4.1
IMG_001472,2021-09-10,G003,P001472,Rice,West,Sandy,21.01,22.8,53.0,28419.4,NPK,3.0,59.7,1.17,106.9,2.8,No,No,Vegetative,75.6,34.2,Apply pesticide,8.47
IMG_001473,2021-11-27,G018,P001473,Soybean,West,Sandy,20.38,29.2,63.8,16267.0,NPK,3.8,71.1,1.6,46.1,4.0,No,No,Germination,65.3,65.0,Apply pesticide,4.81
IMG_001474,2021-11-14,G014,P001474,Maize,West,Clay,32.58,30.2,49.3,25867.9,Urea,8.7,168.4,0.86,71.6,3.9,No,Yes,Flowering,90.5,78.2,Weed control,5.13
IMG_001475,2021-05-26,G007,P001475,Soybean,West,Loamy,15.78,25.2,44.6,18331.6,Urea,4.2,53.9,1.77,112.9,4.2,No,No,Vegetative,66.9,73.9,Apply pesticide,6.62
IMG_001476,2021-09-17,G012,P001476,Soybean,West,Silty,25.31,18.8,46.1,15364.2,DAP,6.4,46.3,2.74,126.0,3.5,No,No,Flowering,74.9,51.1,Increase irrigation,5.34
IMG_001477,2021-05-17,G017,P001477,Soybean,East,Loamy,29.8,22.9,68.1,44222.2,NPK,10.6,124.9,1.08,109.7,4.7,No,No,Maturity,85.6,94.9,Weed control,8.46
IMG_001478,2021-03-06,G018,P001478,Maize,North,Clay,19.43,25.0,44.1,40187.9,Compost,9.5,56.2,2.73,64.7,3.5,No,No,Vegetative,71.6,41.1,Weed control,4.77
IMG_001479,2021-08-27,G007,P001479,Rice,North,Clay,32.43,20.9,56.4,38509.0,Urea,9.9,55.2,2.57,78.8,3.5,No,No,Flowering,94.7,59.9,Increase irrigation,8.81
IMG_001480,2021-05-16,G009,P001480,Rice,West,Clay,30.83,32.7,70.8,26154.8,None,8.9,122.3,2.73,77.0,2.0,No,No,Vegetative,91.3,62.3,Add fertilizer,7.2
IMG_001481,2021-08-01,G004,P001481,Rice,Central,Silty,17.2,22.0,51.3,27126.6,Compost,7.6,166.5,2.51,96.2,2.7,No,No,Maturity,66.5,61.6,Add fertilizer,8.15
IMG_001482,2021-05-03,G014,P001482,Rice,North,Silty,24.66,17.4,55.7,30216.9,Compost,5.6,162.1,2.61,121.2,4.7,No,No,Vegetative,72.6,51.1,Add fertilizer,4.16
IMG_001483,2021-03-24,G013,P001483,Rice,West,Loamy,20.13,21.2,66.0,32196.4,Compost,11.0,100.6,1.95,32.4,2.0,No,No,Vegetative,67.3,55.3,Increase irrigation,6.46
IMG_001484,2021-08-15,G007,P001484,Maize,West,Loamy,26.64,30.0,56.7,21127.0,NPK,9.4,147.3,2.11,90.5,2.4,No,Yes,Vegetative,74.0,78.0,Add fertilizer,7.7
IMG_001485,2021-11-13,G017,P001485,Wheat,West,Silty,33.06,28.7,67.3,34042.5,Urea,3.9,146.9,2.62,128.4,3.6,No,No,Fruiting,88.9,37.2,No action,5.91
IMG_001486,2021-07-17,G019,P001486,Wheat,North,Clay,18.71,26.2,78.2,17807.7,Urea,8.4,56.9,2.72,102.5,2.7,No,No,Maturity,67.2,79.1,Increase irrigation,6.62
IMG_001487,2021-03-09,G015,P001487,Wheat,North,Loamy,31.65,26.9,70.9,29290.2,DAP,9.5,87.2,2.05,46.4,4.8,No,No,Flowering,67.9,94.4,Weed control,8.4
IMG_001488,2021-12-23,G010,P001488,Wheat,East,Loamy,32.45,32.3,61.1,19164.1,DAP,6.5,148.8,1.48,92.9,2.8,Yes,Yes,Maturity,69.0,33.0,Increase irrigation,8.88
IMG_001489,2021-10-27,G013,P001489,Rice,South,Clay,23.73,33.9,54.1,24963.2,None,8.2,143.5,0.91,106.0,3.6,No,No,Flowering,93.1,43.7,No action,8.95
IMG_001490,2021-03-27,G011,P001490,Rice,North,Loamy,31.97,22.7,77.6,36425.5,Urea,4.5,153.2,1.04,67.6,3.3,Yes,No,Flowering,69.4,90.3,No action,6.95
IMG_001491,2021-10-02,G003,P001491,Soybean,West,Clay,29.26,18.3,44.8,15811.2,DAP,9.5,122.9,1.96,117.7,3.5,No,No,Vegetative,70.4,77.9,No action,6.09
IMG_001492,2021-04-10,G016,P001492,Wheat,Central,Clay,30.2,23.1,49.2,26814.0,Urea,6.7,76.8,2.45,63.6,2.9,No,No,Flowering,73.7,40.0,Apply pesticide,4.2
IMG_001493,2021-03-11,G002,P001493,Maize,East,Sandy,31.08,20.8,48.7,33899.9,NPK,9.4,77.2,0.94,35.6,2.9,No,No,Fruiting,71.9,33.5,Weed control,5.79
IMG_001494,2021-01-28,G003,P001494,Maize,South,Sandy,19.32,26.5,73.4,28825.7,Urea,7.5,128.3,1.36,86.0,3.3,No,Yes,Vegetative,60.8,86.4,Add fertilizer,8.89
IMG_001495,2021-11-22,G005,P001495,Wheat,East,Loamy,34.91,30.8,78.3,19802.2,NPK,9.8,70.9,0.85,88.5,4.2,No,No,Vegetative,80.5,70.2,No action,5.3
IMG_001496,2021-11-06,G003,P001496,Rice,Central,Clay,31.1,18.1,45.5,41570.3,Urea,8.1,66.9,1.34,47.5,2.5,No,No,Maturity,72.1,60.2,Increase irrigation,3.26
IMG_001497,2021-01-15,G013,P001497,Rice,Central,Sandy,15.33,22.5,71.6,21553.7,None,4.9,63.0,2.2,60.6,4.6,No,No,Fruiting,93.1,60.6,Add fertilizer,6.56
IMG_001498,2021-07-31,G002,P001498,Soybean,Central,Sandy,18.0,30.8,51.0,33944.6,DAP,8.1,154.8,0.81,32.2,3.3,No,No,Fruiting,78.4,69.3,Increase irrigation,5.19
IMG_001499,2021-12-07,G002,P001499,Wheat,West,Loamy,27.05,26.4,40.6,31951.4,Urea,4.9,67.7,0.88,101.3,2.4,No,No,Germination,89.7,87.6,Apply pesticide,8.09
IMG_001500,2021-04-15,G007,P001500,Soybean,Central,Sandy,16.6,23.1,42.4,30044.8,None,5.5,147.1,1.95,91.0,4.4,Yes,No,Vegetative,72.8,58.7,Add fertilizer,5.24
IMG_001501,2021-11-16,G016,P001501,Rice,North,Clay,28.08,22.9,40.9,26375.1,DAP,4.0,92.5,0.89,27.6,4.7,No,Yes,Flowering,73.5,64.1,Apply pesticide,3.15
IMG_001502,2021-12-14,G002,P001502,Maize,Central,Loamy,32.79,18.2,49.2,35681.9,Urea,6.0,67.2,1.75,113.7,4.1,No,No,Fruiting,74.0,31.4,Increase irrigation,5.29
IMG_001503,2021-07-27,G016,P001503,Maize,East,Clay,26.68,23.8,53.9,42164.9,DAP,5.3,82.6,2.24,49.3,4.8,No,No,Maturity,69.0,72.6,Weed control,6.76
IMG_001504,2021-01-23,G006,P001504,Rice,West,Clay,25.85,32.8,54.2,43854.3,Compost,6.9,104.3,1.64,102.7,3.9,No,No,Vegetative,93.1,50.9,Increase irrigation,3.71
IMG_001505,2021-07-16,G011,P001505,Maize,Central,Sandy,33.58,20.2,73.2,17041.3,NPK,7.0,82.4,1.08,100.7,2.4,Yes,No,Germination,76.6,33.6,Add fertilizer,5.19
IMG_001506,2021-09-24,G014,P001506,Rice,Central,Loamy,31.38,27.5,77.3,32900.6,NPK,9.5,101.7,2.72,30.7,4.8,No,Yes,Vegetative,75.9,91.9,Add fertilizer,5.22
IMG_001507,2021-06-09,G009,P001507,Soybean,West,Loamy,30.39,25.5,79.1,36680.6,None,10.6,108.0,1.52,51.9,2.2,No,No,Maturity,89.6,55.0,No action,3.24
IMG_001508,2021-03-13,G013,P001508,Maize,North,Sandy,15.27,25.9,62.9,16275.9,NPK,5.4,79.7,1.08,57.0,2.8,No,No,Vegetative,79.4,78.5,No action,8.58
IMG_001509,2021-09-06,G003,P001509,Wheat,East,Loamy,15.11,27.7,67.0,36058.1,Urea,5.8,134.9,1.77,60.0,3.1,No,No,Flowering,82.5,76.8,Increase irrigation,8.25
IMG_001510,2021-05-10,G003,P001510,Maize,North,Loamy,31.85,27.3,66.5,35306.7,DAP,5.9,88.1,2.72,125.9,4.1,No,No,Vegetative,77.0,68.5,Apply pesticide,5.51
